,Counts,instcount,condcount,varassign,varstore,uniqload,uniqstore,globalvar,localvar,sameloadtot,samestoretot,sameloadvar,samestorevar,avgsameload,avgsamestore,functioncalls,avgFuncParam,recursiveCall,pointerAlloc,varUsed,varAssign,maxCallDepth,minCallDepth,avgCallDepth,arrayVars,arrayStore,arrayLoad,maxArraySize,minArraySize,floatTy,intTy,floatTyArith,intTyArith,intTyLog,basicBlocks,nullComp,loopCount,avgLoopDepth,avgLoopExits,loopHighInstCnt,avgBBLoops,condTrueLoops,eqCmp,tryBlock,catchBlock,avgPred,avgSucc,sideEnt
10,0,61,5,13,18,7,14,0,13,6,4,3,1,0.857143,0.28571399999999997,0,0.0,0,12,0.388889,0.777778,0,0,0.0,0,0,0,0,0,0,17,0,1,5,12,0,5,1.8,1,0,34.6,0,2,0,0,1.33333,0,5
11,0,51,4,10,16,6,13,0,10,4,3,2,1,0.666667,0.230769,0,0.0,0,12,0.333333,0.722222,0,0,0.0,0,0,0,0,0,0,12,0,0,4,9,0,4,2.0,1,0,36.75,0,2,0,0,1.33333,0,4
12,0,85,3,23,17,13,16,0,23,10,1,4,1,0.769231,0.0625,0,0.0,0,14,0.590909,0.727273,0,0,0.0,8,2,3,-1,10000000000,7,27,3,1,3,8,0,3,2.0,1,0,54.3333,0,2,0,0,1.25,0,3
13,0,56,3,10,16,7,15,0,10,3,1,2,1,0.428571,0.0666667,0,0.0,0,14,0.318182,0.681818,0,0,0.0,2,1,0,-1,10000000000,0,15,0,1,3,8,0,3,2.0,1,0,54.3333,0,2,0,0,1.25,0,3
14,0,42,2,5,14,4,13,0,5,1,1,1,1,0.25,0.07692310000000001,0,0.0,0,14,0.181818,0.590909,0,0,0.0,0,0,0,0,0,0,8,0,1,2,6,0,2,2.5,1,0,62.5,0,2,0,0,1.16667,0,2
15,0,92,4,26,18,14,16,0,26,12,2,5,2,0.857143,0.125,0,0.0,0,14,0.636364,0.727273,0,0,0.0,8,2,4,-1,10000000000,8,30,3,1,4,10,0,4,2.25,1,0,57.75,0,2,0,0,1.3,0,4
16,0,65,4,14,17,9,15,0,14,5,2,3,2,0.555556,0.13333299999999998,0,0.0,0,14,0.409091,0.681818,0,0,0.0,2,1,1,-1,10000000000,3,18,1,1,4,10,0,4,2.25,1,0,57.75,0,2,0,0,1.3,0,4
17,0,48,3,7,15,4,13,0,7,3,2,2,1,0.75,0.153846,0,0.0,0,14,0.181818,0.590909,0,0,0.0,0,0,0,0,0,0,11,0,1,3,8,0,3,2.66667,1,0,65.0,0,2,0,0,1.25,0,3
18,0,38,2,4,13,2,12,0,4,2,1,2,1,1.0,0.08333330000000001,0,0.0,0,14,0.0909091,0.545455,0,0,0.0,0,0,0,0,0,0,6,0,0,2,5,0,2,3.0,1,0,68.5,0,2,0,0,1.2,0,2
19,0,109,2,31,15,15,15,0,31,16,0,12,0,1.06667,0.0,17,2.5882400000000003,0,15,0.9375,0.9375,1,1,1.0,12,0,1,-1,10000000000,0,14,0,0,2,3,0,0,0.0,0,0,0.0,0,1,0,0,1.33333,0,2
20,0,115,2,34,15,15,15,0,34,19,0,12,0,1.26667,0.0,18,2.61111,0,15,0.9375,0.9375,1,1,1.0,13,0,1,-1,10000000000,0,16,0,0,2,4,0,0,0.0,0,0,0.0,0,2,0,0,1.25,0,2
21,1,103,1,29,15,13,15,0,29,16,0,12,0,1.2307700000000001,0.0,16,2.625,0,15,0.8125,0.9375,1,1,1.0,11,0,0,-1,10000000000,0,12,0,0,1,2,0,0,0.0,0,0,0.0,0,2,0,0,1.5,0,2
22,0,53,2,11,13,5,12,0,11,6,1,3,1,1.2,0.08333330000000001,0,0.0,0,11,0.333333,0.8,0,0,0.0,2,1,0,-1,10000000000,5,15,2,1,2,6,0,2,1.5,1,0,30.5,0,2,0,0,1.16667,0,2
23,0,37,2,5,12,4,11,0,5,1,1,1,1,0.25,0.0909091,0,0.0,0,11,0.266667,0.733333,0,0,0.0,0,0,0,0,0,0,8,0,1,2,6,0,2,1.5,1,0,30.5,0,2,0,0,1.16667,0,2
24,0,60,3,13,14,6,12,0,13,7,2,3,2,1.16667,0.166667,0,0.0,0,11,0.4,0.8,0,0,0.0,2,1,0,-1,10000000000,5,19,2,2,3,8,0,3,1.66667,1,0,33.0,0,2,0,0,1.25,0,3
25,0,43,3,7,13,5,11,0,7,2,2,1,1,0.4,0.181818,0,0.0,0,11,0.333333,0.733333,0,0,0.0,0,0,0,0,0,0,11,0,1,3,8,0,3,1.66667,1,0,33.0,0,2,0,0,1.25,0,3
26,0,66,4,15,15,8,12,0,15,7,3,2,2,0.875,0.25,0,0.0,0,11,0.533333,0.8,0,0,0.0,2,1,0,-1,10000000000,5,22,2,2,4,10,0,4,1.75,1,0,34.0,0,2,0,0,1.3,0,4
27,0,49,4,9,14,6,11,0,9,3,3,1,1,0.5,0.272727,0,0.0,0,11,0.4,0.733333,0,0,0.0,0,0,0,0,0,0,14,0,1,4,10,0,4,1.75,1,0,34.0,0,2,0,0,1.3,0,4
28,0,72,5,17,16,8,12,0,17,9,4,3,2,1.125,0.333333,0,0.0,0,11,0.533333,0.8,0,0,0.0,2,1,0,-1,10000000000,5,25,2,2,5,12,0,5,1.8,1,0,34.6,0,2,0,0,1.33333,0,5
29,0,55,5,11,15,7,11,0,11,4,4,1,1,0.571429,0.363636,0,0.0,0,11,0.466667,0.733333,0,0,0.0,0,0,0,0,0,0,17,0,1,5,12,0,5,1.8,1,0,34.6,0,2,0,0,1.33333,0,5
30,0,45,4,8,13,5,10,0,8,3,3,1,1,0.6,0.3,0,0.0,0,11,0.333333,0.666667,0,0,0.0,0,0,0,0,0,0,12,0,0,4,9,0,4,2.0,1,0,36.75,0,2,0,0,1.33333,0,4
31,0,85,3,22,18,12,17,0,22,10,1,4,1,0.833333,0.0588235,0,0.0,0,15,0.44444399999999995,0.62963,0,0,0.0,8,2,3,-1,10000000000,5,27,2,1,3,8,0,3,2.0,1,0,52.3333,0,2,0,0,1.25,0,3
32,0,58,3,10,17,7,16,0,10,3,1,2,1,0.428571,0.0625,0,0.0,0,15,0.259259,0.592593,0,0,0.0,2,1,0,-1,10000000000,0,15,0,1,3,8,0,3,2.0,1,0,52.3333,0,2,0,0,1.25,0,3
33,0,44,2,5,15,4,14,0,5,1,1,1,1,0.25,0.07142860000000001,0,0.0,0,15,0.148148,0.518519,0,0,0.0,0,0,0,0,0,0,8,0,1,2,6,0,2,2.5,1,0,60.5,0,2,0,0,1.16667,0,2
34,0,91,4,24,19,13,17,0,24,11,2,4,2,0.8461540000000001,0.117647,0,0.0,0,15,0.48148100000000005,0.62963,0,0,0.0,8,2,3,-1,10000000000,5,30,2,1,4,10,0,4,2.25,1,0,55.75,0,2,0,0,1.3,0,4
35,0,64,4,12,18,8,16,0,12,4,2,2,2,0.5,0.125,0,0.0,0,15,0.296296,0.592593,0,0,0.0,2,1,0,-1,10000000000,0,18,0,1,4,10,0,4,2.25,1,0,55.75,0,2,0,0,1.3,0,4
36,0,50,3,7,16,5,14,0,7,2,2,1,1,0.4,0.14285699999999998,0,0.0,0,15,0.185185,0.518519,0,0,0.0,0,0,0,0,0,0,11,0,1,3,8,0,3,2.66667,1,0,62.3333,0,2,0,0,1.25,0,3
37,0,97,5,26,20,12,17,0,26,14,3,6,2,1.16667,0.17647100000000002,0,0.0,0,15,0.44444399999999995,0.62963,0,0,0.0,8,2,3,-1,10000000000,5,33,2,1,5,12,0,5,2.4,1,0,57.8,0,2,0,0,1.33333,0,5
38,0,70,5,14,19,7,16,0,14,7,3,4,2,1.0,0.1875,0,0.0,0,15,0.259259,0.592593,0,0,0.0,2,1,0,-1,10000000000,0,21,0,1,5,12,0,5,2.4,1,0,57.8,0,2,0,0,1.33333,0,5
39,0,56,4,9,17,5,14,0,9,4,3,2,1,0.8,0.214286,0,0.0,0,15,0.185185,0.518519,0,0,0.0,0,0,0,0,0,0,14,0,1,4,10,0,4,2.75,1,0,63.25,0,2,0,0,1.3,0,4
40,0,46,3,6,15,3,13,0,6,3,2,2,1,1.0,0.153846,0,0.0,0,15,0.11111099999999999,0.48148100000000005,0,0,0.0,0,0,0,0,0,0,9,0,0,3,7,0,3,3.0,1,0,66.0,0,2,0,0,1.2857100000000001,0,3
41,0,58,2,15,8,8,8,0,15,7,0,4,0,0.875,0.0,9,2.22222,0,8,0.8888889999999999,0.8888889999999999,1,1,1.0,7,0,1,-1,10000000000,0,7,0,0,2,3,0,0,0.0,0,0,0.0,0,1,0,0,1.33333,0,2
42,0,63,2,17,8,8,8,0,17,9,0,4,0,1.125,0.0,10,2.2,0,8,0.8888889999999999,0.8888889999999999,1,1,1.0,8,0,1,-1,10000000000,0,8,0,0,2,4,0,0,0.0,0,0,0.0,0,2,0,0,1.25,0,2
43,1,52,1,13,8,6,8,0,13,7,0,4,0,1.16667,0.0,8,2.25,0,8,0.666667,0.8888889999999999,1,1,1.0,6,0,0,-1,10000000000,0,5,0,0,1,2,0,0,0.0,0,0,0.0,0,2,0,0,1.5,0,2
44,0,81,2,23,10,6,9,0,23,17,1,3,1,2.83333,0.11111099999999999,0,0.0,0,6,0.666667,1.0,0,0,0.0,6,3,0,-1,10000000000,18,32,9,4,2,6,0,2,1.5,1,0,68.5,0,2,0,0,1.16667,0,2
45,0,27,2,5,7,3,6,0,5,2,1,2,1,0.666667,0.166667,0,0.0,0,6,0.333333,0.666667,0,0,0.0,0,0,0,0,0,0,8,0,1,2,6,0,2,1.5,1,0,68.5,0,2,0,0,1.16667,0,2
46,0,17,1,2,5,2,5,0,2,0,0,0,0,0.0,0.0,0,0.0,0,6,0.22222199999999998,0.555556,0,0,0.0,0,0,0,0,0,0,3,0,0,1,3,0,1,2.0,1,0,74.0,0,2,0,0,1.0,0,1
47,0,125,3,45,11,16,10,0,45,29,1,6,1,1.8125,0.1,0,0.0,0,8,0.363636,0.227273,0,0,0.0,20,2,8,-1,10000000000,14,54,6,4,3,8,0,3,2.0,1,1,226.333,0,2,0,0,1.25,0,3
48,0,36,3,7,9,5,8,0,7,2,1,2,1,0.4,0.125,0,0.0,0,8,0.11363599999999999,0.181818,0,0,0.0,0,0,0,0,0,0,11,0,1,3,8,0,3,2.0,1,1,226.333,0,2,0,0,1.25,0,3
49,0,64,3,18,10,8,8,0,18,10,2,3,1,1.25,0.25,0,0.0,0,8,0.181818,0.181818,0,0,0.0,6,1,2,-1,10000000000,3,26,1,4,3,8,0,3,2.0,1,1,206.0,0,2,0,0,1.25,0,3
50,0,108,5,35,12,12,9,0,35,23,3,4,2,1.91667,0.333333,0,0.0,0,8,0.272727,0.204545,0,0,0.0,10,1,4,-1,10000000000,7,54,3,13,5,12,0,5,1.8,1,1,153.4,0,2,0,0,1.33333,0,5
51,0,49,5,11,11,5,8,0,11,6,3,2,1,1.2,0.375,0,0.0,0,8,0.11363599999999999,0.181818,0,0,0.0,0,0,0,0,0,0,18,0,2,5,12,0,5,1.8,1,1,153.4,0,2,0,0,1.33333,0,5
52,0,143,6,51,14,16,10,0,51,35,4,6,2,2.1875,0.4,0,0.0,0,8,0.363636,0.227273,0,0,0.0,20,2,8,-1,10000000000,14,63,6,4,6,14,0,6,1.83333,1,1,150.833,0,2,0,0,1.35714,0,6
53,0,54,6,13,12,5,8,0,13,8,4,2,1,1.6,0.5,0,0.0,0,8,0.11363599999999999,0.181818,0,0,0.0,0,0,0,0,0,0,20,0,1,6,14,0,6,1.83333,1,1,150.833,0,2,0,0,1.35714,0,6
54,0,82,6,24,13,9,9,0,24,15,4,4,2,1.66667,0.44444399999999995,0,0.0,0,8,0.204545,0.204545,0,0,0.0,6,1,2,-1,10000000000,3,35,1,4,6,14,0,6,1.83333,1,1,140.667,0,2,0,0,1.35714,0,6
55,0,125,8,41,15,12,9,0,41,29,6,4,2,2.41667,0.666667,0,0.0,0,8,0.272727,0.204545,0,0,0.0,10,1,4,-1,10000000000,7,62,3,12,8,18,0,8,1.75,1,1,123.75,0,2,0,0,1.38889,0,8
56,0,67,8,17,14,5,8,0,17,12,6,3,2,2.4,0.75,0,0.0,0,8,0.11363599999999999,0.181818,0,0,0.0,0,0,0,0,0,0,27,0,2,8,18,0,8,1.75,1,1,123.75,0,2,0,0,1.38889,0,8
57,0,61,7,15,13,5,8,0,15,10,5,3,2,2.0,0.625,0,0.0,0,8,0.11363599999999999,0.181818,0,0,0.0,0,0,0,0,0,0,24,0,2,7,16,0,7,1.8571400000000002,1,1,131.857,0,2,0,0,1.375,0,7
58,0,20,1,2,6,2,6,0,2,0,0,0,0,0.0,0.0,0,0.0,0,8,0.0454545,0.136364,0,0,0.0,0,0,0,0,0,0,3,0,0,1,3,0,1,3.0,1,1,472.0,0,2,0,0,1.0,0,1
59,0,66,2,17,9,9,9,0,17,8,0,6,0,0.8888889999999999,0.0,11,2.18182,0,9,0.9,0.9,1,1,1.0,7,0,1,-1,10000000000,0,8,0,0,2,3,0,0,0.0,0,0,0.0,0,1,0,0,1.33333,0,2
60,0,71,2,19,9,9,9,0,19,10,0,6,0,1.11111,0.0,12,2.16667,0,9,0.9,0.9,1,1,1.0,8,0,1,-1,10000000000,0,9,0,0,2,4,0,0,0.0,0,0,0.0,0,2,0,0,1.25,0,2
61,1,60,1,15,9,7,9,0,15,8,0,6,0,1.14286,0.0,10,2.2,0,9,0.7,0.9,1,1,1.0,6,0,0,-1,10000000000,0,6,0,0,1,2,0,0,0.0,0,0,0.0,0,2,0,0,1.5,0,2
62,0,29,1,6,7,3,6,0,6,3,1,1,1,1.0,0.166667,0,0.0,0,6,0.375,0.75,0,0,0.0,1,1,0,-1,10000000000,2,8,1,1,1,4,0,1,1.0,1,0,17.0,0,2,0,0,1.0,0,1
63,0,50,3,13,9,5,7,0,13,8,2,4,2,1.6,0.28571399999999997,0,0.0,0,6,0.625,0.875,0,0,0.0,2,1,0,-1,10000000000,5,19,2,2,3,8,0,3,1.33333,1,0,26.6667,0,2,0,0,1.25,0,3
64,0,33,3,7,8,4,6,0,7,3,2,2,1,0.75,0.333333,0,0.0,0,6,0.5,0.75,0,0,0.0,0,0,0,0,0,0,11,0,1,3,8,0,3,1.33333,1,0,26.6667,0,2,0,0,1.25,0,3
65,0,23,2,4,6,3,5,0,4,1,1,1,1,0.333333,0.2,0,0.0,0,6,0.375,0.625,0,0,0.0,0,0,0,0,0,0,6,0,0,2,5,0,2,1.5,1,0,27.0,0,2,0,0,1.2,0,2
66,0,30,1,5,9,3,8,0,5,2,1,1,1,0.666667,0.125,0,0.0,0,8,0.166667,0.44444399999999995,0,0,0.0,1,1,0,-1,10000000000,0,7,0,1,1,4,0,1,1.0,1,0,14.0,0,2,0,0,1.0,0,1
67,0,67,3,21,12,10,10,0,21,11,2,4,2,1.1,0.2,0,0.0,0,8,0.555556,0.555556,0,0,0.0,6,2,3,-1,10000000000,5,23,2,1,3,8,0,3,1.33333,1,0,44.6667,0,2,0,0,1.25,0,3
68,0,73,4,23,13,10,10,0,23,13,3,5,2,1.3,0.3,0,0.0,0,8,0.555556,0.555556,0,0,0.0,6,2,3,-1,10000000000,5,26,2,1,4,10,0,4,1.25,1,0,42.0,0,2,0,0,1.3,0,4
69,0,48,4,11,12,5,9,0,11,6,3,3,2,1.2,0.333333,0,0.0,0,8,0.277778,0.5,0,0,0.0,1,1,0,-1,10000000000,0,16,0,1,4,10,0,4,1.25,1,0,42.0,0,2,0,0,1.3,0,4
70,0,27,2,4,8,3,7,0,4,1,1,1,1,0.333333,0.14285699999999998,0,0.0,0,8,0.166667,0.388889,0,0,0.0,0,0,0,0,0,0,6,0,0,2,5,0,2,1.5,1,0,50.0,0,2,0,0,1.2,0,2
71,0,77,2,20,10,10,10,0,20,10,0,7,0,1.0,0.0,13,2.23077,0,10,0.909091,0.909091,1,1,1.0,9,0,1,-1,10000000000,0,8,0,0,2,3,0,0,0.0,0,0,0.0,0,1,0,0,1.33333,0,2
72,0,85,2,24,10,10,10,0,24,14,0,7,0,1.4,0.0,14,2.3571400000000002,0,10,0.909091,0.909091,1,1,1.0,11,0,1,-1,10000000000,0,10,0,0,2,4,0,0,0.0,0,0,0.0,0,2,0,0,1.25,0,2
73,1,71,1,18,10,8,10,0,18,10,0,7,0,1.25,0.0,12,2.25,0,10,0.727273,0.909091,1,1,1.0,8,0,0,-1,10000000000,0,6,0,0,1,2,0,0,0.0,0,0,0.0,0,2,0,0,1.5,0,2
74,0,31,1,6,8,3,7,0,6,3,1,1,1,1.0,0.14285699999999998,0,0.0,0,7,0.3,0.7,0,0,0.0,1,1,0,-1,10000000000,2,8,1,1,1,4,0,1,1.0,1,0,17.0,0,2,0,0,1.0,0,1
75,0,60,3,16,11,6,9,0,16,10,2,4,2,1.66667,0.22222199999999998,0,0.0,0,7,0.6,0.9,0,0,0.0,3,2,0,-1,10000000000,7,22,3,2,3,8,0,3,1.33333,1,0,29.3333,0,2,0,0,1.25,0,3
76,0,43,3,10,10,5,8,0,10,5,2,2,1,1.0,0.25,0,0.0,0,7,0.5,0.8,0,0,0.0,1,1,0,-1,10000000000,2,14,1,1,3,8,0,3,1.33333,1,0,29.3333,0,2,0,0,1.25,0,3
77,0,25,2,4,7,3,6,0,4,1,1,1,1,0.333333,0.166667,0,0.0,0,7,0.3,0.6,0,0,0.0,0,0,0,0,0,0,6,0,0,2,5,0,2,1.5,1,0,31.0,0,2,0,0,1.2,0,2
78,0,32,1,5,10,3,9,0,5,2,1,1,1,0.666667,0.11111099999999999,0,0.0,0,9,0.157895,0.473684,0,0,0.0,1,1,0,-1,10000000000,0,7,0,1,1,4,0,1,1.0,1,0,14.0,0,2,0,0,1.0,0,1
79,0,94,3,33,14,15,12,0,33,18,2,6,2,1.2,0.166667,0,0.0,0,9,0.789474,0.631579,0,0,0.0,11,3,6,-1,10000000000,10,33,4,1,3,8,0,3,1.33333,1,0,49.3333,0,2,0,0,1.25,0,3
80,0,44,3,9,12,5,10,0,9,4,2,2,1,0.8,0.2,0,0.0,0,9,0.263158,0.526316,0,0,0.0,1,1,0,-1,10000000000,0,13,0,1,3,8,0,3,1.33333,1,0,49.3333,0,2,0,0,1.25,0,3
81,0,29,2,4,9,3,8,0,4,1,1,1,1,0.333333,0.125,0,0.0,0,9,0.157895,0.42105299999999996,0,0,0.0,0,0,0,0,0,0,6,0,0,2,5,0,2,1.5,1,0,44.5,0,2,0,0,1.2,0,2
82,0,44,2,11,6,6,6,0,11,5,0,3,0,0.833333,0.0,7,2.0,0,6,0.857143,0.857143,2,1,1.14286,5,0,1,-1,10000000000,0,6,0,0,2,3,0,0,0.0,0,0,0.0,0,1,0,0,1.33333,0,2
83,0,49,2,13,6,6,6,0,13,7,0,3,0,1.16667,0.0,8,2.0,0,6,0.857143,0.857143,2,1,1.125,6,0,1,-1,10000000000,0,7,0,0,2,4,0,0,0.0,0,0,0.0,0,2,0,0,1.25,0,2
84,1,38,1,9,6,4,6,0,9,5,0,3,0,1.25,0.0,6,2.0,0,6,0.571429,0.857143,2,1,1.16667,4,0,0,-1,10000000000,0,4,0,0,1,2,0,0,0.0,0,0,0.0,0,2,0,0,1.5,0,2
85,0,44,2,12,8,5,7,0,12,7,1,3,1,1.4,0.14285699999999998,0,0.0,0,5,0.714286,1.0,0,0,0.0,3,2,0,-1,10000000000,4,16,2,1,2,6,0,2,1.5,1,0,29.5,0,2,0,0,1.16667,0,2
86,0,33,2,8,7,4,6,0,8,4,1,2,1,1.0,0.166667,0,0.0,0,5,0.571429,0.857143,0,0,0.0,1,1,0,-1,10000000000,2,11,1,1,2,6,0,2,1.5,1,0,29.5,0,2,0,0,1.16667,0,2
87,0,15,1,2,4,2,4,0,2,0,0,0,0,0.0,0.0,0,0.0,0,5,0.28571399999999997,0.571429,0,0,0.0,0,0,0,0,0,0,3,0,0,1,3,0,1,2.0,1,0,39.0,0,2,0,0,1.0,0,1
88,0,57,2,18,8,8,6,0,18,10,2,3,2,1.25,0.333333,0,0.0,0,7,0.5,0.375,0,0,0.0,6,0,3,-1,10000000000,6,21,2,2,2,6,0,2,2.0,1,0,78.5,0,2,0,0,1.16667,0,2
89,0,89,4,30,12,11,8,0,30,19,4,6,3,1.72727,0.5,1,1.0,0,7,0.6875,0.5,1,1,1.0,9,1,4,-1,10000000000,10,36,3,4,4,10,0,4,1.75,1,0,63.0,0,2,0,0,1.3,0,4
90,0,84,4,28,12,10,9,0,28,18,3,6,2,1.8,0.333333,1,1.0,0,7,0.625,0.5625,1,1,1.0,8,2,3,-1,10000000000,8,34,2,4,4,10,0,4,1.75,1,0,63.0,0,2,0,0,1.3,0,4
91,0,53,3,15,9,7,7,0,15,8,2,3,2,1.14286,0.28571399999999997,1,1.0,0,7,0.4375,0.4375,1,1,1.0,3,1,1,-1,10000000000,4,20,1,3,3,8,0,3,2.0,1,0,74.0,0,2,0,0,1.25,0,3
92,0,17,1,2,4,2,4,0,2,0,0,0,0,0.0,0.0,0,0.0,0,7,0.125,0.25,0,0,0.0,0,0,0,0,0,0,3,0,0,1,3,0,1,3.0,1,0,127.0,0,2,0,0,1.0,0,1
93,0,66,2,17,9,10,9,0,17,7,0,6,0,0.7,0.0,11,2.27273,0,10,0.909091,0.818182,2,1,1.09091,6,0,1,-1,10000000000,1,8,0,0,2,3,0,0,0.0,0,0,0.0,0,1,0,0,1.33333,0,2
94,0,71,2,19,9,10,9,0,19,9,0,6,0,0.9,0.0,12,2.25,0,10,0.909091,0.818182,2,1,1.08333,7,0,1,-1,10000000000,1,9,0,0,2,4,0,0,0.0,0,0,0.0,0,2,0,0,1.25,0,2
95,1,60,1,15,9,8,9,0,15,7,0,6,0,0.875,0.0,10,2.3,0,10,0.727273,0.818182,2,1,1.1,5,0,0,-1,10000000000,1,6,0,0,1,2,0,0,0.0,0,0,0.0,0,2,0,0,1.5,0,2
96,0,43,2,11,9,6,8,0,11,5,1,2,1,0.833333,0.125,0,0.0,0,6,0.75,1.0,0,0,0.0,2,1,0,-1,10000000000,4,14,2,1,2,6,0,2,1.5,1,0,28.5,0,2,0,0,1.16667,0,2
97,0,29,2,6,8,5,7,0,6,1,1,1,1,0.2,0.14285699999999998,0,0.0,0,6,0.625,0.875,0,0,0.0,0,0,0,0,0,0,8,0,1,2,6,0,2,1.5,1,0,28.5,0,2,0,0,1.16667,0,2
98,0,19,1,3,6,3,6,0,3,0,0,0,0,0.0,0.0,0,0.0,0,6,0.375,0.75,0,0,0.0,0,0,0,0,0,0,3,0,0,1,3,0,1,2.0,1,0,34.0,0,2,0,0,1.0,0,1
99,0,57,2,14,13,8,12,0,14,6,1,3,1,0.75,0.08333330000000001,0,0.0,0,12,0.2,0.3,0,0,0.0,4,2,2,-1,10000000000,3,16,1,1,2,6,0,2,1.5,1,0,36.0,0,2,0,0,1.16667,0,2
100,0,50,2,11,13,7,12,0,11,4,1,2,1,0.571429,0.08333330000000001,0,0.0,0,12,0.175,0.3,0,0,0.0,2,2,1,-1,10000000000,3,12,1,1,2,6,0,2,1.5,1,0,36.0,0,2,0,0,1.16667,0,2
101,0,84,3,26,14,12,12,0,26,14,2,6,2,1.16667,0.166667,0,0.0,0,12,0.3,0.3,0,0,0.0,8,2,5,-1,10000000000,9,27,4,1,3,8,0,3,1.66667,1,0,64.6667,0,2,0,0,1.25,0,3
102,0,82,3,24,16,10,14,0,24,14,2,3,1,1.4,0.14285699999999998,1,1.0,0,12,0.25,0.35,1,1,1.0,6,4,3,-1,10000000000,8,24,2,1,3,10,0,3,1.66667,1,0,64.6667,0,2,0,0,1.3,0,4
103,0,87,3,27,16,11,14,0,27,16,2,3,1,1.45455,0.14285699999999998,1,1.0,0,12,0.275,0.35,1,1,1.0,7,4,4,-1,10000000000,9,26,2,1,3,10,0,3,1.66667,1,0,64.6667,0,2,0,0,1.3,0,4
104,0,82,4,24,15,12,12,0,24,12,3,4,1,1.0,0.25,1,1.0,0,12,0.3,0.3,1,1,1.0,6,2,4,-1,10000000000,9,26,3,1,4,10,0,4,1.75,1,0,61.0,0,2,0,0,1.3,0,4
105,0,49,4,9,13,4,10,0,9,5,3,3,2,1.25,0.3,0,0.0,0,12,0.1,0.25,0,0,0.0,0,0,0,0,0,0,14,0,1,4,10,0,4,1.75,1,0,61.0,0,2,0,0,1.3,0,4
106,0,107,6,32,18,11,15,0,32,21,3,8,2,1.9090900000000002,0.2,0,0.0,0,12,0.275,0.375,0,0,0.0,10,3,3,-1,10000000000,5,43,2,3,6,14,0,6,2.0,1,0,67.0,0,2,0,0,1.35714,0,6
107,0,96,6,27,18,8,15,0,27,19,3,7,3,2.375,0.2,0,0.0,0,12,0.2,0.375,0,0,0.0,8,3,1,-1,10000000000,1,39,0,3,6,14,0,6,2.0,1,0,67.0,0,2,0,0,1.35714,0,6
